DATE_TIME,PLANT_ID,DC_Power,AC_POWER,DAILY_YIELD,TOTAL_YIELD
2023-06-02 11:15:00,Plant_2,38968.73,37156.22,273.86,383.36
2023-06-02 11:30:00,Plant_2,33375.61,32243.92,273.86,391.42
2023-06-02 11:45:00,Plant_2,40366.48,38877.54,273.86,401.14
2023-06-02 12:00:00,Plant_2,34818.44,33357.33,273.86,409.48
2023-06-02 12:15:00,Plant_2,38686.92,37453.59,273.86,418.85
2023-06-02 12:30:00,Plant_2,35203.12,34363.17,273.86,427.44
2023-06-02 12:45:00,Plant_2,35089.9,34386.95,273.86,436.03
2023-06-02 13:00:00,Plant_2,36688.23,35522.75,273.86,444.91
2023-06-02 13:15:00,Plant_2,36509.58,35127.37,273.86,453.7
2023-06-02 13:30:00,Plant_2,31054.08,29711.18,273.86,461.12
2023-06-02 13:45:00,Plant_2,33476.78,32061.14,273.86,469.14
2023-06-02 14:00:00,Plant_2,32217.29,31069.83,273.86,476.91
2023-06-02 14:15:00,Plant_2,30320.31,29138.37,273.86,484.19
2023-06-02 14:30:00,Plant_2,30619.05,29927.5,273.86,491.67
2023-06-02 14:45:00,Plant_2,27903.3,26816.43,273.86,498.38
2023-06-02 15:00:00,Plant_2,29107.99,27978.7,273.86,505.37
2023-06-02 15:15:00,Plant_2,25848.48,24853.47,273.86,511.58
2023-06-02 15:30:00,Plant_2,20437.9,19928.97,273.86,516.57
2023-06-02 15:45:00,Plant_2,21590.25,20932.26,273.86,521.8
2023-06-02 16:00:00,Plant_2,18414.83,17833.38,273.86,526.26
2023-06-02 16:15:00,Plant_2,17629.53,16924.78,273.86,530.49
2023-06-02 16:30:00,Plant_2,14989.49,14607.81,273.86,534.14
2023-06-02 16:45:00,Plant_2,11725.04,11152.28,273.86,536.93
2023-06-02 17:00:00,Plant_2,10704.08,10448.51,273.86,539.54
2023-06-02 17:15:00,Plant_2,6783.13,6548.31,273.86,541.18
2023-06-02 17:30:00,Plant_2,5471.85,5263.63,273.86,542.49
2023-06-02 17:45:00,Plant_2,2697.49,2602.85,273.86,543.14
2023-06-02 18:00:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 18:15:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 18:30:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 18:45:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 19:00:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 19:15:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 19:30:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 19:45:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 20:00:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 20:15:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 20:30:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 20:45:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 21:00:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 21:15:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 21:30:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 21:45:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 22:00:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 22:15:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 22:30:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 22:45:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 23:00:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 23:15:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 23:30:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-02 23:45:00,Plant_2,0.0,0.0,273.86,543.14
2023-06-03 00:00:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 00:15:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 00:30:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 00:45:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 01:00:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 01:15:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 01:30:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 01:45:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 02:00:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 02:15:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 02:30:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 02:45:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 03:00:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 03:15:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 03:30:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 03:45:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 04:00:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 04:15:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 04:30:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 04:45:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 05:00:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 05:15:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 05:30:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 05:45:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 06:00:00,Plant_2,0.0,0.0,287.33,543.14
2023-06-03 06:15:00,Plant_2,2597.22,2515.1,287.33,543.77
2023-06-03 06:30:00,Plant_2,4931.72,4771.74,287.33,544.97
2023-06-03 06:45:00,Plant_2,7888.84,7624.0,287.33,546.87
2023-06-03 07:00:00,Plant_2,11057.44,10717.03,287.33,549.55
2023-06-03 07:15:00,Plant_2,11711.85,11217.42,287.33,552.36
2023-06-03 07:30:00,Plant_2,16838.38,16039.22,287.33,556.37
2023-06-03 07:45:00,Plant_2,16546.35,15778.24,287.33,560.31
2023-06-03 08:00:00,Plant_2,18335.63,17542.38,287.33,564.7
2023-06-03 08:15:00,Plant_2,23500.2,22677.83,287.33,570.37
2023-06-03 08:30:00,Plant_2,22353.63,21799.56,287.33,575.82
2023-06-03 08:45:00,Plant_2,24894.33,24173.36,287.33,581.86
2023-06-03 09:00:00,Plant_2,27125.29,26411.11,287.33,588.46
2023-06-03 09:15:00,Plant_2,27693.73,26600.64,287.33,595.11
2023-06-03 09:30:00,Plant_2,28009.14,26948.7,287.33,601.85
2023-06-03 09:45:00,Plant_2,32458.67,31219.09,287.33,609.65
2023-06-03 10:00:00,Plant_2,33451.46,31971.44,287.33,617.65
2023-06-03 10:15:00,Plant_2,31732.04,30203.71,287.33,625.2
2023-06-03 10:30:00,Plant_2,41353.21,40018.64,287.33,635.2
2023-06-03 10:45:00,Plant_2,38862.97,38073.14,287.33,644.72
2023-06-03 11:00:00,Plant_2,33084.99,31596.33,287.33,652.62
2023-06-03 11:15:00,Plant_2,37306.5,35493.42,287.33,661.49
2023-06-03 11:30:00,Plant_2,39269.89,38224.76,287.33,671.05
2023-06-03 11:45:00,Plant_2,44319.91,42439.75,287.33,681.66
2023-06-03 12:00:00,Plant_2,36440.24,35525.2,287.33,690.54
2023-06-03 12:15:00,Plant_2,37588.02,36502.41,287.33,699.67
2023-06-03 12:30:00,Plant_2,40878.85,39994.65,287.33,709.66
2023-06-03 12:45:00,Plant_2,39540.08,38048.15,287.33,719.18
2023-06-03 13:00:00,Plant_2,34945.05,33891.77,287.33,727.65
2023-06-03 13:15:00,Plant_2,37674.33,36316.01,287.33,736.73
2023-06-03 13:30:00,Plant_2,31800.03,30811.61,287.33,744.43
2023-06-03 13:45:00,Plant_2,35997.08,34682.75,287.33,753.1
2023-06-03 14:00:00,Plant_2,37427.0,35767.45,287.33,762.04
2023-06-03 14:15:00,Plant_2,32590.52,31457.57,287.33,769.91
2023-06-03 14:30:00,Plant_2,28667.29,27688.52,287.33,776.83
2023-06-03 14:45:00,Plant_2,30892.11,30098.74,287.33,784.36
2023-06-03 15:00:00,Plant_2,28327.71,27536.39,287.33,791.24
2023-06-03 15:15:00,Plant_2,29352.99,28469.87,287.33,798.36
2023-06-03 15:30:00,Plant_2,21788.99,20773.66,287.33,803.55
2023-06-03 15:45:00,Plant_2,21597.57,20984.6,287.33,808.8
2023-06-03 16:00:00,Plant_2,21970.94,21202.16,287.33,814.1
2023-06-03 16:15:00,Plant_2,15752.74,15387.64,287.33,817.94
2023-06-03 16:30:00,Plant_2,15711.43,15359.43,287.33,821.78
2023-06-03 16:45:00,Plant_2,12953.78,12327.53,287.33,824.87
2023-06-03 17:00:00,Plant_2,9993.27,9739.63,287.33,827.3
2023-06-03 17:15:00,Plant_2,6796.04,6463.92,287.33,828.92
2023-06-03 17:30:00,Plant_2,4139.25,3977.88,287.33,829.91
2023-06-03 17:45:00,Plant_2,2335.87,2257.08,287.33,830.48
2023-06-03 18:00:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 18:15:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 18:30:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 18:45:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 19:00:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 19:15:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 19:30:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 19:45:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 20:00:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 20:15:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 20:30:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 20:45:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 21:00:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 21:15:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 21:30:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 21:45:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 22:00:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 22:15:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 22:30:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 22:45:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 23:00:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 23:15:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 23:30:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-03 23:45:00,Plant_2,0.0,0.0,287.33,830.48
2023-06-04 00:00:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 00:15:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 00:30:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 00:45:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 01:00:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 01:15:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 01:30:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 01:45:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 02:00:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 02:15:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 02:30:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 02:45:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 03:00:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 03:15:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 03:30:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 03:45:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 04:00:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 04:15:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 04:30:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 04:45:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 05:00:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 05:15:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 05:30:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 05:45:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 06:00:00,Plant_2,0.0,0.0,296.7,830.48
2023-06-04 06:15:00,Plant_2,2666.59,2578.53,296.7,831.12
2023-06-04 06:30:00,Plant_2,5206.07,4970.32,296.7,832.36
2023-06-04 06:45:00,Plant_2,7114.3,6905.98,296.7,834.09
2023-06-04 07:00:00,Plant_2,11195.76,10808.42,296.7,836.79
2023-06-04 07:15:00,Plant_2,11498.22,11147.73,296.7,839.58
2023-06-04 07:30:00,Plant_2,15377.92,15019.47,296.7,843.33
2023-06-04 07:45:00,Plant_2,18034.56,17371.12,296.7,847.68
2023-06-04 08:00:00,Plant_2,20399.56,19931.09,296.7,852.66
2023-06-04 08:15:00,Plant_2,23585.91,22937.77,296.7,858.39
2023-06-04 08:30:00,Plant_2,23588.46,22754.8,296.7,864.08
2023-06-04 08:45:00,Plant_2,31573.95,30566.64,296.7,871.72
2023-06-04 09:00:00,Plant_2,25517.17,24490.55,296.7,877.85
2023-06-04 09:15:00,Plant_2,27176.23,26619.33,296.7,884.5
2023-06-04 09:30:00,Plant_2,32691.38,31711.31,296.7,892.43
2023-06-04 09:45:00,Plant_2,36389.21,34617.62,296.7,901.08
2023-06-04 10:00:00,Plant_2,37680.95,36166.13,296.7,910.12
2023-06-04 10:15:00,Plant_2,38193.38,36997.91,296.7,919.37
2023-06-04 10:30:00,Plant_2,39312.14,37412.97,296.7,928.73
2023-06-04 10:45:00,Plant_2,33989.32,32314.21,296.7,936.81
2023-06-04 11:00:00,Plant_2,42251.49,40709.34,296.7,946.98
2023-06-04 11:15:00,Plant_2,40790.65,39158.24,296.7,956.77
2023-06-04 11:30:00,Plant_2,43626.73,42019.04,296.7,967.28
2023-06-04 11:45:00,Plant_2,43322.73,41498.01,296.7,977.65
2023-06-04 12:00:00,Plant_2,35132.73,33549.7,296.7,986.04
2023-06-04 12:15:00,Plant_2,38346.6,37222.06,296.7,995.34
2023-06-04 12:30:00,Plant_2,39298.61,37940.34,296.7,1004.83
2023-06-04 12:45:00,Plant_2,39535.97,37796.57,296.7,1014.28
2023-06-04 13:00:00,Plant_2,35064.51,33647.47,296.7,1022.69
2023-06-04 13:15:00,Plant_2,40060.51,38768.73,296.7,1032.38
2023-06-04 13:30:00,Plant_2,40242.57,38317.64,296.7,1041.96
2023-06-04 13:45:00,Plant_2,36228.62,34577.45,296.7,1050.61
2023-06-04 14:00:00,Plant_2,34359.5,32717.03,296.7,1058.79
2023-06-04 14:15:00,Plant_2,32197.03,31371.8,296.7,1066.63
2023-06-04 14:30:00,Plant_2,28016.47,27248.04,296.7,1073.44
2023-06-04 14:45:00,Plant_2,29531.17,28722.0,296.7,1080.62
2023-06-04 15:00:00,Plant_2,28322.33,27514.85,296.7,1087.5
2023-06-04 15:15:00,Plant_2,26132.64,25350.79,296.7,1093.84
2023-06-04 15:30:00,Plant_2,24387.76,23517.35,296.7,1099.72
2023-06-04 15:45:00,Plant_2,21764.97,21096.1,296.7,1104.99
2023-06-04 16:00:00,Plant_2,19957.13,18982.24,296.7,1109.74
2023-06-04 16:15:00,Plant_2,19302.2,18696.96,296.7,1114.41
2023-06-04 16:30:00,Plant_2,14384.03,14000.5,296.7,1117.91
2023-06-04 16:45:00,Plant_2,12297.63,11867.35,296.7,1120.88
2023-06-04 17:00:00,Plant_2,10917.61,10488.83,296.7,1123.5
2023-06-04 17:15:00,Plant_2,7229.65,6928.34,296.7,1125.23
2023-06-04 17:30:00,Plant_2,5393.54,5227.87,296.7,1126.54
2023-06-04 17:45:00,Plant_2,2622.52,2545.9,296.7,1127.18
2023-06-04 18:00:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 18:15:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 18:30:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 18:45:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 19:00:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 19:15:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 19:30:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 19:45:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 20:00:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 20:15:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 20:30:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 20:45:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 21:00:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 21:15:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 21:30:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 21:45:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 22:00:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 22:15:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 22:30:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 22:45:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 23:00:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 23:15:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 23:30:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-04 23:45:00,Plant_2,0.0,0.0,296.7,1127.18
2023-06-05 00:00:00,Plant_2,0.0,0.0,304.8,1127.18
