DATE_TIME,PLANT_ID,SOURCE_KEY,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION
2023-06-01 14:15:00,Plant_2,Inverter_1,29.63,41.87,836.75
2023-06-01 14:30:00,Plant_2,Inverter_1,29.76,40.02,755.86
2023-06-01 14:45:00,Plant_2,Inverter_1,29.87,40.76,743.88
2023-06-01 15:00:00,Plant_2,Inverter_1,28.92,40.52,708.12
2023-06-01 15:15:00,Plant_2,Inverter_1,28.83,38.25,667.4
2023-06-01 15:30:00,Plant_2,Inverter_1,28.11,37.89,575.32
2023-06-01 15:45:00,Plant_2,Inverter_1,27.8,35.95,591.48
2023-06-01 16:00:00,Plant_2,Inverter_1,28.53,36.35,482.09
2023-06-01 16:15:00,Plant_2,Inverter_1,28.51,34.0,392.05
2023-06-01 16:30:00,Plant_2,Inverter_1,27.5,33.33,379.41
2023-06-01 16:45:00,Plant_2,Inverter_1,27.73,29.56,322.47
2023-06-01 17:00:00,Plant_2,Inverter_1,27.1,30.79,263.64
2023-06-01 17:15:00,Plant_2,Inverter_1,26.28,27.57,235.95
2023-06-01 17:30:00,Plant_2,Inverter_1,26.46,29.62,123.43
2023-06-01 17:45:00,Plant_2,Inverter_1,26.72,28.48,61.81
2023-06-01 18:00:00,Plant_2,Inverter_1,25.61,26.07,0.0
2023-06-01 18:15:00,Plant_2,Inverter_1,26.08,27.6,24.62
2023-06-01 18:30:00,Plant_2,Inverter_1,23.66,22.71,5.53
2023-06-01 18:45:00,Plant_2,Inverter_1,25.06,26.81,0.0
2023-06-01 19:00:00,Plant_2,Inverter_1,24.37,25.31,0.0
2023-06-01 19:15:00,Plant_2,Inverter_1,23.87,23.63,43.33
2023-06-01 19:30:00,Plant_2,Inverter_1,23.76,24.89,0.0
2023-06-01 19:45:00,Plant_2,Inverter_1,22.42,21.31,0.0
2023-06-01 20:00:00,Plant_2,Inverter_1,23.01,22.19,10.75
2023-06-01 20:15:00,Plant_2,Inverter_1,23.02,22.42,0.0
2023-06-01 20:30:00,Plant_2,Inverter_1,23.32,22.79,0.0
2023-06-01 20:45:00,Plant_2,Inverter_1,22.07,21.01,0.0
2023-06-01 21:00:00,Plant_2,Inverter_1,21.68,22.91,21.63
2023-06-01 21:15:00,Plant_2,Inverter_1,21.61,21.35,0.0
2023-06-01 21:30:00,Plant_2,Inverter_1,22.11,22.47,87.82
2023-06-01 21:45:00,Plant_2,Inverter_1,21.63,21.06,0.0
2023-06-01 22:00:00,Plant_2,Inverter_1,21.03,19.21,0.0
2023-06-01 22:15:00,Plant_2,Inverter_1,21.4,21.67,0.0
2023-06-01 22:30:00,Plant_2,Inverter_1,21.05,19.14,7.29
2023-06-01 22:45:00,Plant_2,Inverter_1,21.37,21.3,0.0
2023-06-01 23:00:00,Plant_2,Inverter_1,20.44,19.07,18.37
2023-06-01 23:15:00,Plant_2,Inverter_1,20.56,22.54,0.0
2023-06-01 23:30:00,Plant_2,Inverter_1,20.47,21.38,0.0
2023-06-01 23:45:00,Plant_2,Inverter_1,19.9,20.01,0.0
2023-06-02 00:00:00,Plant_2,Inverter_1,21.37,22.63,0.0
2023-06-02 00:15:00,Plant_2,Inverter_1,21.36,20.52,0.0
2023-06-02 00:30:00,Plant_2,Inverter_1,21.27,21.81,0.0
2023-06-02 00:45:00,Plant_2,Inverter_1,21.2,21.4,0.0
2023-06-02 01:00:00,Plant_2,Inverter_1,20.68,20.95,37.3
2023-06-02 01:15:00,Plant_2,Inverter_1,21.28,22.55,36.84
2023-06-02 01:30:00,Plant_2,Inverter_1,21.43,22.16,0.0
2023-06-02 01:45:00,Plant_2,Inverter_1,21.33,21.62,0.0
2023-06-02 02:00:00,Plant_2,Inverter_1,21.81,20.15,0.0
2023-06-02 02:15:00,Plant_2,Inverter_1,22.26,21.3,0.0
2023-06-02 02:30:00,Plant_2,Inverter_1,23.2,23.07,0.0
2023-06-02 02:45:00,Plant_2,Inverter_1,22.55,22.64,0.0
2023-06-02 03:00:00,Plant_2,Inverter_1,22.81,21.68,0.0
2023-06-02 03:15:00,Plant_2,Inverter_1,22.89,25.3,0.0
2023-06-02 03:30:00,Plant_2,Inverter_1,22.22,23.73,0.0
2023-06-02 03:45:00,Plant_2,Inverter_1,23.43,24.03,6.25
2023-06-02 04:00:00,Plant_2,Inverter_1,23.75,23.82,10.81
2023-06-02 04:15:00,Plant_2,Inverter_1,25.24,25.03,0.0
2023-06-02 04:30:00,Plant_2,Inverter_1,24.21,23.26,38.13
2023-06-02 04:45:00,Plant_2,Inverter_1,24.76,24.84,0.0
2023-06-02 05:00:00,Plant_2,Inverter_1,24.91,25.17,0.0
2023-06-02 05:15:00,Plant_2,Inverter_1,24.66,23.42,11.42
2023-06-02 05:30:00,Plant_2,Inverter_1,26.14,26.47,0.0
2023-06-02 05:45:00,Plant_2,Inverter_1,26.27,26.11,9.64
2023-06-02 06:00:00,Plant_2,Inverter_1,26.62,24.71,0.0
2023-06-02 06:15:00,Plant_2,Inverter_1,26.09,26.21,107.18
2023-06-02 06:30:00,Plant_2,Inverter_1,27.57,29.12,150.69
2023-06-02 06:45:00,Plant_2,Inverter_1,26.49,31.31,150.08
2023-06-02 07:00:00,Plant_2,Inverter_1,27.81,32.25,214.46
2023-06-02 07:15:00,Plant_2,Inverter_1,28.92,32.41,371.61
2023-06-02 07:30:00,Plant_2,Inverter_1,27.64,33.86,360.56
2023-06-02 07:45:00,Plant_2,Inverter_1,28.15,33.24,417.26
2023-06-02 08:00:00,Plant_2,Inverter_1,28.77,37.35,432.02
2023-06-02 08:15:00,Plant_2,Inverter_1,28.75,36.61,545.05
2023-06-02 08:30:00,Plant_2,Inverter_1,28.49,37.53,601.93
2023-06-02 08:45:00,Plant_2,Inverter_1,29.55,40.77,680.81
2023-06-02 09:00:00,Plant_2,Inverter_1,29.22,38.54,665.13
2023-06-02 09:15:00,Plant_2,Inverter_1,30.22,40.1,706.23
2023-06-02 09:30:00,Plant_2,Inverter_1,29.73,41.04,806.88
2023-06-02 09:45:00,Plant_2,Inverter_1,31.15,44.66,861.67
2023-06-02 10:00:00,Plant_2,Inverter_1,30.16,41.63,818.89
2023-06-02 10:15:00,Plant_2,Inverter_1,30.54,41.16,929.32
2023-06-02 10:30:00,Plant_2,Inverter_1,31.25,44.65,925.01
2023-06-02 10:45:00,Plant_2,Inverter_1,30.34,45.1,979.68
2023-06-02 11:00:00,Plant_2,Inverter_1,31.16,46.85,963.82
2023-06-02 11:15:00,Plant_2,Inverter_1,31.78,46.03,905.12
2023-06-02 11:30:00,Plant_2,Inverter_1,30.37,44.83,986.89
2023-06-02 11:45:00,Plant_2,Inverter_1,31.3,47.42,1029.66
2023-06-02 12:00:00,Plant_2,Inverter_1,31.35,44.48,973.19
2023-06-02 12:15:00,Plant_2,Inverter_1,31.6,46.18,986.22
2023-06-02 12:30:00,Plant_2,Inverter_1,30.56,45.62,986.16
2023-06-02 12:45:00,Plant_2,Inverter_1,30.46,45.62,893.8
2023-06-02 13:00:00,Plant_2,Inverter_1,31.31,45.29,1016.07
2023-06-02 13:15:00,Plant_2,Inverter_1,31.1,45.34,919.89
2023-06-02 13:30:00,Plant_2,Inverter_1,30.96,42.33,939.05
2023-06-02 13:45:00,Plant_2,Inverter_1,30.88,43.67,894.27
2023-06-02 14:00:00,Plant_2,Inverter_1,30.21,43.65,903.75
2023-06-02 14:15:00,Plant_2,Inverter_1,30.49,41.98,843.65
2023-06-02 14:30:00,Plant_2,Inverter_1,30.33,42.29,786.31
2023-06-02 14:45:00,Plant_2,Inverter_1,29.62,41.35,725.03
2023-06-02 15:00:00,Plant_2,Inverter_1,30.69,40.95,731.04
2023-06-02 15:15:00,Plant_2,Inverter_1,29.75,39.81,603.14
2023-06-02 15:30:00,Plant_2,Inverter_1,28.67,36.84,628.14
2023-06-02 15:45:00,Plant_2,Inverter_1,29.33,37.45,522.6
2023-06-02 16:00:00,Plant_2,Inverter_1,28.23,36.34,537.57
2023-06-02 16:15:00,Plant_2,Inverter_1,28.83,35.62,447.13
2023-06-02 16:30:00,Plant_2,Inverter_1,28.71,33.87,402.01
2023-06-02 16:45:00,Plant_2,Inverter_1,27.42,32.46,323.9
2023-06-02 17:00:00,Plant_2,Inverter_1,28.0,32.59,206.25
2023-06-02 17:15:00,Plant_2,Inverter_1,27.4,28.28,169.27
2023-06-02 17:30:00,Plant_2,Inverter_1,27.28,30.4,150.7
2023-06-02 17:45:00,Plant_2,Inverter_1,27.5,28.14,70.4
2023-06-02 18:00:00,Plant_2,Inverter_1,26.1,26.52,35.43
2023-06-02 18:15:00,Plant_2,Inverter_1,25.52,26.71,12.1
2023-06-02 18:30:00,Plant_2,Inverter_1,25.12,23.75,0.0
2023-06-02 18:45:00,Plant_2,Inverter_1,24.84,24.13,0.0
2023-06-02 19:00:00,Plant_2,Inverter_1,24.89,24.6,3.09
2023-06-02 19:15:00,Plant_2,Inverter_1,24.78,24.0,0.0
2023-06-02 19:30:00,Plant_2,Inverter_1,24.45,26.18,50.2
2023-06-02 19:45:00,Plant_2,Inverter_1,24.42,23.57,13.25
2023-06-02 20:00:00,Plant_2,Inverter_1,23.73,23.17,36.81
2023-06-02 20:15:00,Plant_2,Inverter_1,24.17,24.37,0.0
2023-06-02 20:30:00,Plant_2,Inverter_1,23.04,21.84,37.34
2023-06-02 20:45:00,Plant_2,Inverter_1,24.28,23.89,66.94
2023-06-02 21:00:00,Plant_2,Inverter_1,23.0,23.31,0.0
2023-06-02 21:15:00,Plant_2,Inverter_1,22.03,21.7,23.14
2023-06-02 21:30:00,Plant_2,Inverter_1,21.72,21.62,0.03
2023-06-02 21:45:00,Plant_2,Inverter_1,22.3,21.77,0.0
2023-06-02 22:00:00,Plant_2,Inverter_1,21.78,20.26,14.79
2023-06-02 22:15:00,Plant_2,Inverter_1,22.09,22.41,25.01
2023-06-02 22:30:00,Plant_2,Inverter_1,21.84,23.59,0.0
2023-06-02 22:45:00,Plant_2,Inverter_1,21.45,21.47,34.98
2023-06-02 23:00:00,Plant_2,Inverter_1,20.97,21.19,0.0
2023-06-02 23:15:00,Plant_2,Inverter_1,20.56,21.25,0.0
2023-06-02 23:30:00,Plant_2,Inverter_1,21.04,19.77,4.1
2023-06-02 23:45:00,Plant_2,Inverter_1,21.66,23.36,0.76
2023-06-03 00:00:00,Plant_2,Inverter_1,21.87,22.07,0.0
2023-06-03 00:15:00,Plant_2,Inverter_1,21.15,22.78,24.29
2023-06-03 00:30:00,Plant_2,Inverter_1,21.89,21.16,15.93
2023-06-03 00:45:00,Plant_2,Inverter_1,22.05,23.87,25.74
2023-06-03 01:00:00,Plant_2,Inverter_1,21.49,22.27,0.0
2023-06-03 01:15:00,Plant_2,Inverter_1,22.11,22.66,18.08
2023-06-03 01:30:00,Plant_2,Inverter_1,22.17,22.41,0.0
2023-06-03 01:45:00,Plant_2,Inverter_1,21.71,21.46,61.61
2023-06-03 02:00:00,Plant_2,Inverter_1,22.61,23.81,0.0
2023-06-03 02:15:00,Plant_2,Inverter_1,22.89,23.03,63.16
2023-06-03 02:30:00,Plant_2,Inverter_1,23.34,21.37,1.05
2023-06-03 02:45:00,Plant_2,Inverter_1,23.53,22.41,0.0
2023-06-03 03:00:00,Plant_2,Inverter_1,22.54,22.35,41.04
2023-06-03 03:15:00,Plant_2,Inverter_1,23.0,23.31,3.78
2023-06-03 03:30:00,Plant_2,Inverter_1,23.98,23.92,25.53
2023-06-03 03:45:00,Plant_2,Inverter_1,24.24,25.46,36.72
2023-06-03 04:00:00,Plant_2,Inverter_1,24.52,22.57,10.14
2023-06-03 04:15:00,Plant_2,Inverter_1,26.48,26.62,0.0
2023-06-03 04:30:00,Plant_2,Inverter_1,25.14,23.32,29.27
2023-06-03 04:45:00,Plant_2,Inverter_1,25.72,26.48,0.02
2023-06-03 05:00:00,Plant_2,Inverter_1,25.95,25.85,20.58
2023-06-03 05:15:00,Plant_2,Inverter_1,26.11,26.53,0.0
2023-06-03 05:30:00,Plant_2,Inverter_1,25.95,25.09,13.41
2023-06-03 05:45:00,Plant_2,Inverter_1,26.82,28.1,0.0
2023-06-03 06:00:00,Plant_2,Inverter_1,26.38,27.42,49.6
2023-06-03 06:15:00,Plant_2,Inverter_1,26.97,28.54,84.1
2023-06-03 06:30:00,Plant_2,Inverter_1,27.17,29.0,137.72
2023-06-03 06:45:00,Plant_2,Inverter_1,27.78,31.29,209.68
2023-06-03 07:00:00,Plant_2,Inverter_1,29.21,32.39,228.87
2023-06-03 07:15:00,Plant_2,Inverter_1,27.44,33.11,370.14
2023-06-03 07:30:00,Plant_2,Inverter_1,29.02,36.41,442.42
2023-06-03 07:45:00,Plant_2,Inverter_1,28.17,35.87,454.08
2023-06-03 08:00:00,Plant_2,Inverter_1,29.03,35.8,547.71
2023-06-03 08:15:00,Plant_2,Inverter_1,30.09,38.78,538.5
2023-06-03 08:30:00,Plant_2,Inverter_1,29.84,37.68,584.85
2023-06-03 08:45:00,Plant_2,Inverter_1,29.52,39.98,660.57
2023-06-03 09:00:00,Plant_2,Inverter_1,29.94,41.0,720.16
2023-06-03 09:15:00,Plant_2,Inverter_1,30.86,40.27,740.02
2023-06-03 09:30:00,Plant_2,Inverter_1,30.36,41.1,809.49
2023-06-03 09:45:00,Plant_2,Inverter_1,31.03,43.22,840.66
2023-06-03 10:00:00,Plant_2,Inverter_1,31.12,43.81,836.08
2023-06-03 10:15:00,Plant_2,Inverter_1,30.92,43.17,912.44
2023-06-03 10:30:00,Plant_2,Inverter_1,32.45,46.7,949.79
2023-06-03 10:45:00,Plant_2,Inverter_1,31.81,46.27,952.07
2023-06-03 11:00:00,Plant_2,Inverter_1,30.58,44.88,1000.51
2023-06-03 11:15:00,Plant_2,Inverter_1,31.76,45.72,944.26
2023-06-03 11:30:00,Plant_2,Inverter_1,31.39,47.31,1005.48
2023-06-03 11:45:00,Plant_2,Inverter_1,32.18,48.8,962.75
2023-06-03 12:00:00,Plant_2,Inverter_1,31.37,45.88,966.58
2023-06-03 12:15:00,Plant_2,Inverter_1,31.7,46.05,978.93
2023-06-03 12:30:00,Plant_2,Inverter_1,31.97,47.34,963.18
2023-06-03 12:45:00,Plant_2,Inverter_1,32.1,46.45,964.35
2023-06-03 13:00:00,Plant_2,Inverter_1,30.99,45.34,959.5
2023-06-03 13:15:00,Plant_2,Inverter_1,31.33,46.27,972.04
2023-06-03 13:30:00,Plant_2,Inverter_1,31.15,43.09,914.24
2023-06-03 13:45:00,Plant_2,Inverter_1,30.92,45.69,849.3
2023-06-03 14:00:00,Plant_2,Inverter_1,31.98,45.04,900.23
2023-06-03 14:15:00,Plant_2,Inverter_1,31.12,43.18,806.36
2023-06-03 14:30:00,Plant_2,Inverter_1,30.1,41.91,791.59
2023-06-03 14:45:00,Plant_2,Inverter_1,30.98,42.22,765.24
2023-06-03 15:00:00,Plant_2,Inverter_1,31.36,40.24,713.1
2023-06-03 15:15:00,Plant_2,Inverter_1,30.58,41.96,692.17
2023-06-03 15:30:00,Plant_2,Inverter_1,29.05,38.22,623.13
2023-06-03 15:45:00,Plant_2,Inverter_1,29.3,38.08,529.73
2023-06-03 16:00:00,Plant_2,Inverter_1,29.9,38.35,565.36
2023-06-03 16:15:00,Plant_2,Inverter_1,28.62,34.23,448.12
2023-06-03 16:30:00,Plant_2,Inverter_1,28.9,35.11,378.26
2023-06-03 16:45:00,Plant_2,Inverter_1,28.76,33.31,350.36
2023-06-03 17:00:00,Plant_2,Inverter_1,27.59,32.32,266.3
2023-06-03 17:15:00,Plant_2,Inverter_1,27.71,28.51,207.07
2023-06-03 17:30:00,Plant_2,Inverter_1,25.8,27.65,205.29
2023-06-03 17:45:00,Plant_2,Inverter_1,26.58,26.96,57.15
2023-06-03 18:00:00,Plant_2,Inverter_1,26.64,27.07,0.0
2023-06-03 18:15:00,Plant_2,Inverter_1,25.81,26.28,3.5
2023-06-03 18:30:00,Plant_2,Inverter_1,26.93,26.22,32.15
2023-06-03 18:45:00,Plant_2,Inverter_1,25.07,24.36,0.0
2023-06-03 19:00:00,Plant_2,Inverter_1,25.25,25.14,0.0
2023-06-03 19:15:00,Plant_2,Inverter_1,25.22,24.32,0.0
2023-06-03 19:30:00,Plant_2,Inverter_1,25.57,26.41,0.0
2023-06-03 19:45:00,Plant_2,Inverter_1,23.83,23.46,0.0
2023-06-03 20:00:00,Plant_2,Inverter_1,24.84,21.94,15.07
2023-06-03 20:15:00,Plant_2,Inverter_1,23.99,23.62,0.0
2023-06-03 20:30:00,Plant_2,Inverter_1,23.23,22.19,0.0
2023-06-03 20:45:00,Plant_2,Inverter_1,23.7,22.07,2.08
2023-06-03 21:00:00,Plant_2,Inverter_1,23.33,22.09,25.88
2023-06-03 21:15:00,Plant_2,Inverter_1,22.7,22.81,0.0
2023-06-03 21:30:00,Plant_2,Inverter_1,22.83,24.16,24.61
2023-06-03 21:45:00,Plant_2,Inverter_1,22.41,22.73,24.52
2023-06-03 22:00:00,Plant_2,Inverter_1,22.49,21.88,28.62
2023-06-03 22:15:00,Plant_2,Inverter_1,22.61,23.07,36.55
2023-06-03 22:30:00,Plant_2,Inverter_1,22.94,22.48,66.06
2023-06-03 22:45:00,Plant_2,Inverter_1,21.41,20.72,0.0
2023-06-03 23:00:00,Plant_2,Inverter_1,23.0,21.85,3.29
2023-06-03 23:15:00,Plant_2,Inverter_1,20.88,19.13,0.0
2023-06-03 23:30:00,Plant_2,Inverter_1,21.73,21.34,0.06
2023-06-03 23:45:00,Plant_2,Inverter_1,22.07,22.23,45.99
2023-06-04 00:00:00,Plant_2,Inverter_1,22.37,22.27,0.0
2023-06-04 00:15:00,Plant_2,Inverter_1,21.93,21.51,0.0
2023-06-04 00:30:00,Plant_2,Inverter_1,22.17,21.22,41.32
2023-06-04 00:45:00,Plant_2,Inverter_1,22.08,22.69,30.6
2023-06-04 01:00:00,Plant_2,Inverter_1,22.11,20.79,0.0
2023-06-04 01:15:00,Plant_2,Inverter_1,22.92,23.7,25.63
2023-06-04 01:30:00,Plant_2,Inverter_1,22.79,21.79,10.24
2023-06-04 01:45:00,Plant_2,Inverter_1,22.4,21.65,45.01
2023-06-04 02:00:00,Plant_2,Inverter_1,23.35,21.88,2.24
2023-06-04 02:15:00,Plant_2,Inverter_1,23.23,22.72,30.77
2023-06-04 02:30:00,Plant_2,Inverter_1,23.67,24.64,79.26
2023-06-04 02:45:00,Plant_2,Inverter_1,23.79,24.3,17.94
2023-06-04 03:00:00,Plant_2,Inverter_1,23.28,24.26,1.48
2023-06-04 03:15:00,Plant_2,Inverter_1,23.65,24.17,21.67
2023-06-04 03:30:00,Plant_2,Inverter_1,24.56,23.46,0.0
2023-06-04 03:45:00,Plant_2,Inverter_1,24.76,24.43,71.64
2023-06-04 04:00:00,Plant_2,Inverter_1,24.72,23.94,5.4
2023-06-04 04:15:00,Plant_2,Inverter_1,25.08,26.41,0.0
2023-06-04 04:30:00,Plant_2,Inverter_1,25.95,24.76,0.0
2023-06-04 04:45:00,Plant_2,Inverter_1,25.33,26.22,32.92
2023-06-04 05:00:00,Plant_2,Inverter_1,26.21,27.1,26.02
2023-06-04 05:15:00,Plant_2,Inverter_1,26.15,27.98,0.0
2023-06-04 05:30:00,Plant_2,Inverter_1,26.47,26.06,17.29
2023-06-04 05:45:00,Plant_2,Inverter_1,27.45,28.16,0.0
2023-06-04 06:00:00,Plant_2,Inverter_1,27.64,29.92,5.55
2023-06-04 06:15:00,Plant_2,Inverter_1,27.96,28.33,78.99
2023-06-04 06:30:00,Plant_2,Inverter_1,28.53,28.96,181.75
2023-06-04 06:45:00,Plant_2,Inverter_1,28.22,29.26,171.97
2023-06-04 07:00:00,Plant_2,Inverter_1,28.86,33.46,220.47
2023-06-04 07:15:00,Plant_2,Inverter_1,28.68,31.62,294.58
2023-06-04 07:30:00,Plant_2,Inverter_1,29.3,34.67,342.59
2023-06-04 07:45:00,Plant_2,Inverter_1,29.38,36.45,482.39
2023-06-04 08:00:00,Plant_2,Inverter_1,29.78,37.46,546.46
2023-06-04 08:15:00,Plant_2,Inverter_1,30.3,39.06,565.18
2023-06-04 08:30:00,Plant_2,Inverter_1,29.86,39.22,645.4
2023-06-04 08:45:00,Plant_2,Inverter_1,31.57,42.74,663.36
2023-06-04 09:00:00,Plant_2,Inverter_1,30.26,39.92,704.25
2023-06-04 09:15:00,Plant_2,Inverter_1,30.38,40.98,741.85
2023-06-04 09:30:00,Plant_2,Inverter_1,31.78,42.9,784.04
2023-06-04 09:45:00,Plant_2,Inverter_1,31.78,45.08,785.04
2023-06-04 10:00:00,Plant_2,Inverter_1,31.87,45.76,873.95
2023-06-04 10:15:00,Plant_2,Inverter_1,32.03,45.93,895.66
2023-06-04 10:30:00,Plant_2,Inverter_1,31.84,46.88,946.24
2023-06-04 10:45:00,Plant_2,Inverter_1,31.52,44.54,949.74
2023-06-04 11:00:00,Plant_2,Inverter_1,32.1,48.25,961.04
2023-06-04 11:15:00,Plant_2,Inverter_1,31.79,48.03,954.65
2023-06-04 11:30:00,Plant_2,Inverter_1,32.67,48.28,993.61
2023-06-04 11:45:00,Plant_2,Inverter_1,32.15,48.89,1020.01
2023-06-04 12:00:00,Plant_2,Inverter_1,31.82,45.16,965.7
2023-06-04 12:15:00,Plant_2,Inverter_1,32.06,46.5,1000.48
2023-06-04 12:30:00,Plant_2,Inverter_1,32.39,46.53,998.44
2023-06-04 12:45:00,Plant_2,Inverter_1,31.85,47.28,959.24
2023-06-04 13:00:00,Plant_2,Inverter_1,31.65,45.09,948.29
2023-06-04 13:15:00,Plant_2,Inverter_1,32.09,47.05,953.85
2023-06-04 13:30:00,Plant_2,Inverter_1,31.97,47.2,889.88
2023-06-04 13:45:00,Plant_2,Inverter_1,31.46,45.61,907.37
2023-06-04 14:00:00,Plant_2,Inverter_1,31.32,44.6,839.16
2023-06-04 14:15:00,Plant_2,Inverter_1,31.5,42.99,863.36
2023-06-04 14:30:00,Plant_2,Inverter_1,30.47,41.53,863.49
2023-06-04 14:45:00,Plant_2,Inverter_1,30.28,42.81,726.02
2023-06-04 15:00:00,Plant_2,Inverter_1,30.41,41.79,723.13
2023-06-04 15:15:00,Plant_2,Inverter_1,30.42,40.27,637.54
2023-06-04 15:30:00,Plant_2,Inverter_1,30.43,39.14,639.99
2023-06-04 15:45:00,Plant_2,Inverter_1,30.74,37.05,517.61
2023-06-04 16:00:00,Plant_2,Inverter_1,30.16,36.59,514.42
2023-06-04 16:15:00,Plant_2,Inverter_1,29.36,37.91,416.1
2023-06-04 16:30:00,Plant_2,Inverter_1,29.13,33.59,376.47
2023-06-04 16:45:00,Plant_2,Inverter_1,28.34,33.35,290.51
2023-06-04 17:00:00,Plant_2,Inverter_1,28.51,33.4,283.49
2023-06-04 17:15:00,Plant_2,Inverter_1,28.06,29.73,169.98
2023-06-04 17:30:00,Plant_2,Inverter_1,28.04,30.19,147.09
2023-06-04 17:45:00,Plant_2,Inverter_1,27.14,29.06,55.08
2023-06-04 18:00:00,Plant_2,Inverter_1,27.49,27.5,0.0
2023-06-04 18:15:00,Plant_2,Inverter_1,27.67,30.54,4.43
2023-06-04 18:30:00,Plant_2,Inverter_1,26.52,24.85,0.0
2023-06-04 18:45:00,Plant_2,Inverter_1,26.45,27.51,6.31
